,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Height,Weight
12773,unknown,"Portsmouth, Hampshire, England (United Kingdom)",,Brooksy,175 lbs. (79 kg) at 5'10'' (1.78 m),,,,
12774,unknown,United Kingdom,12th May 1981 (age 40),Ricky Webb,,19th May 2001 (20 years ago),,,
12775,unknown,Nuevo León (Mexico),,Wendy ,,,,,
12776,unknown,"Nanaimo, British Columbia (Canada)",,BJ Laredo,252 lbs. (114 kg) at 6'0'' (1.83 m),17th February 2005 (17 years ago),,,
12777,unknown,"Port Coquitlam, British Columbia (Canada)",,Mother Díaz ,170 lbs. (77 kg) at 5'5'' (1.65 m),7th December 2008 (13 years ago),,,
12778,Otto Moeller,Germany,,Otto Schnabel,,,,,
12779,Charles W. Cook,"Montgomery, West Virginia (United States of America)",2nd March 1941,Charlie Cook,260 lbs. (118 kg) at 6'3'' (1.91 m),,5th January 2020,,
12780,Isaac Pedro González Nuñez,"Sacramento, California (United States of America)",6th October 1970 (age 51),Anticristo,,,,,
12781,unknown,,12th January 1909 (age 113),Buddy O'Brien,,,,,
12782,unknown,"Oaxaca de Juárez, Oaxaca (Mexico)",7th March 1969,Mixteco Jr.,,,17th January 2021,,
12783,Roy Lee Welch,,,Roy Lee Welch,,,,,
12784,unknown,Mexico,16th October 1992 (age 29),Villano V Jr.,,,,,
12785,Elda Sheila Barradas Castillo,Mexico,,La Comisionada de Hierro ,,,6th April 2009,,
12786,Rafael Barradas Osorio,,,El Comisionado de Hierro,,,,,
12787,Norman Paraisy,"Champigny-sur-Marne, Île-de-France (France)",1st July 1986 (age 35),Norman Paraisy,170 lbs. (77 kg) at 5'10'' (1.78 m),11th April 2006 (15 years ago),,,
12788,Edwin Aguilar,"Tijuana, Baja California (Mexico)",15th May 1972 (age 49),Edwin Aguilar,185 lbs. (84 kg) at 5'10'' (1.78 m),26th April 2002 (19 years ago),,,
12789,Yosmany Cabezas,"Tampa, Florida (United States of America)",27th December 1983 (age 38),Yosmany Cabezas,185 lbs. (84 kg) at 6'0'' (1.83 m),4th January 2007 (15 years ago),,,
12790,Jared Hess,"Oklahoma City, Oklahoma (United States of America)",13th November 1983 (age 38),Jared Hess,185 lbs. (84 kg) at 6'0'' (1.83 m),28th July 2007 (14 years ago),,,
12791,unknown,United States of America,15th September ???,Spoiler 2000,250 lbs. (113 kg) at 6'4'' (1.93 m),2000,,,
12792,unknown,"Austin, Texas (United States of America)",5th September ???,Char Starr ,175 lbs. (79 kg) at 5'8'' (1.73 m),2001,,,
12793,James Damien Stelly,"Columbus, Ohio (United States of America)",23rd February 1982 (age 40),Damien Stelly,185 lbs. (84 kg) at 6'0'' (1.83 m),23rd April 2004 (17 years ago),,,
12794,Alex Andrade,"Laredo, Texas (United States of America)",14th May 1974 (age 47),Alex Andrade,185 lbs. (84 kg) at 5'11'' (1.80 m),25th September 1995 (26 years ago),,,
12797,unknown,,,Bob Casino,,,,,
12798,unknown,,1915,Steve Kozak,,,1974,,
12799,Jason McGinn,"Aberdeen, Aberdeen, Scotland (United Kingdom)",27th June 1980 (age 41),Jason McGinn,250 lbs. (113 kg) at 6'1'' (1.85 m),,,,
12800,Harold Jacobs,"Denver, Colorado (United States of America)",10th May 1910,Harry Jacobs,335 lbs. (152 kg) at 6'3'' (1.91 m),,18th September 1958,,
12801,unknown,,,George Schnabel,,,,,
12806,unknown,"Guadalajara, Jalisco (Mexico)",30th November 1988 (age 33),Cosmos,130 lbs. (59 kg) at 5'4'' (1.63 m),27th January 2009 (13 years ago),,,
12809,unknown,Jalisco (Mexico),,Mongol,,,,,
12810,unknown,Jalisco (Mexico),,Skaxy,,,,,
12811,unknown,Jalisco (Mexico),,Quazar,,,,,
12813,unknown,"Ciudad de México, Ciudad de México (Mexico)",16th February ???,Katana,187 lbs. (85 kg) at 5'9'' (1.75 m),2008,,,
12814,unknown,"Zapopan, Jalisco (Mexico)",2nd September 1975 (age 46),Drago,220 lbs. (100 kg) at 5'7'' (1.70 m),??th December 2008,,,
12816,unknown,Jalisco (Mexico),,Príncipe Dylan,,,,,
12817,unknown,Jalisco (Mexico),,Nocturno,,,,,
12818,unknown,Jalisco (Mexico),,Astaroth,,,,,
12819,unknown,Mexico,,Halcón Rojo,,,,,
12820,unknown,"Mérida, Yucatán (Mexico)",,Halcón Rojo Jr.,,2006,,,
12822,Marcelo López,Sinaloa (Mexico),,Furia Blanca,,,,,
12823,Osami Shibuya,Kanagawa (Japan),7th January 1976 (age 46),Osami Shibuya,205 lbs. (93 kg) at 6'1'' (1.85 m),10th March 1995 (27 years ago),,,
12826,unknown,"Irving, Texas (United States of America)",21st April 1977 (age 44),Brandon Baxter,,,,,
12827,Manuel Humberto Contreras Loera,"Mexicali, Baja California (Mexico)",,Psaico,,1st January 1996 (26 years ago),,,
12830,unknown,,,Kieran,,,,,
12831,unknown,"Newcastle upon Tyne, Tyne and Wear, England (United Kingdom)",19th May 1988 (age 33),RD Wood,,,,,
12833,unknown,"Southampton, Hampshire, England (United Kingdom)",27th December 1977 (age 44),Brett Summers,,,,,
12835,unknown,"Connah's Quay, Flintshire, Wales (United Kingdom)",,Danny Valentine,182 lbs. (83 kg) at 6'0'' (1.83 m),,,,
12836,Chris Patton,"Londonderry, Londonderry, Northern Ireland (United Kingdom)",23rd January 1986 (age 36),Jonny Stash,,??th June 2004,,5'7'' (1.70 m),
12837,unknown,"West Midlands, England (United Kingdom)",,Kyle Masters,,,,,
12839,Hugo Jaramillo Flores,Mexico,,Asdrúbal,,,,,
12841,unknown,"Stillwater, Oklahoma (United States of America)",14th February ???,Daniel Flynn,240 lbs. (109 kg) at 6'0'' (1.83 m),1997,,,
12842,unknown,"Vian, Oklahoma (United States of America)",15th July ???,Frank Thornton,190 lbs. (86 kg) at 5'10'' (1.78 m),??th August 2001,,,
12843,unknown,United States of America,,Bash,280 lbs. (127 kg) at 6'5'' (1.96 m),,,,
12844,unknown,"Coweta, Oklahoma (United States of America)",6th February ???,El Super Colibri,180 lbs. (82 kg) at 6'1'' (1.85 m),??th January 2007,,,
12845,unknown,"Reno, Nevada (United States of America)",,Jake Boulder,201 lbs. (91 kg) at 6'3'' (1.91 m),,,,
12846,José Guadalupe Gutiérrez Álvarez,Mexico,9th September 1949,Mr. Niebla,,1970,25th January 2017,,
12852,unknown,Mexico,,Espectro de Ultratumba,,,,,
12853,Alexandre Ribeiro,"Manaus, Amazonas (Brazil)",20th January 1981 (age 41),Alexandre Ribeiro,205 lbs. (93 kg) at 6'0'' (1.83 m),28th September 2008 (13 years ago),,,
12854,Homer Jones,"Harrison, Arkansas (United States of America)",16th June 1984 (age 37),Leland Race,210 lbs. (95 kg) at 5'11'' (1.80 m),3rd March 2003 (19 years ago),,,
12855,unknown,California (United States of America),,Darrien Sanders,215 lbs. (98 kg) at 6'4'' (1.93 m),,,,
12856,unknown,Colorado (United States of America),12th August ???,Cast-Iron Cothern,,12th August 2006 (15 years ago),,6'0'' (1.83 m),
12857,unknown,Oklahoma (United States of America),12th November ???,Ty Thunder,185 lbs. (84 kg) at 6'2'' (1.88 m),29th November 2008 (13 years ago),,,
12858,unknown,"Atlanta, Georgia (United States of America)",27th May ???,Crucifer,150 lbs. (68 kg) at 5'8'' (1.73 m),29th November 2008 (13 years ago),,,
12860,Travis Wiuff,"Rochester, New York (United States of America)",15th March 1978 (age 44),Travis Wiuff,205 lbs. (93 kg) at 6'3'' (1.91 m),7th September 2001 (20 years ago),,,
12861,Makoto Takimoto,Ibaraki (Japan),8th December 1974 (age 47),Makoto Takimoto,185 lbs. (84 kg) at 5'9'' (1.75 m),31st December 2004 (17 years ago),,,
12862,Michel Costa,"Curitiba, Paraná (Brazil)",19th May 1981 (age 40),Michel Costa,170 lbs. (77 kg) at 5'10'' (1.78 m),29th November 2003 (18 years ago),,,
12864,Leonardo Santos,Brazil,5th February 1980 (age 42),Leonardo Santos,155 lbs. (70 kg) at 6'1'' (1.85 m),29th June 2002 (19 years ago),,,
12866,Keiichiro Yamamiya,Kanagawa (Japan),12th July 1972 (age 49),Keiichiro Yamamiya,170 lbs. (77 kg) at 5'10'' (1.78 m),22nd July 1996 (25 years ago),,,
12868,Manuel Cháirez Gillén,Mexico,28th August 1915,El Verdugo,,15th March 1937 (85 years ago),24th March 1965,,
12869,unknown,Mexico,6th November 1977 (age 44),X-Devil,154 lbs. (70 kg) at 5'7'' (1.70 m),2005,,,
12870,unknown,Mexico,,Bestia Magnifica,,,,,
12871,Martin Merkur,,10th October 1897,Martin Merkur,,,2nd November 1964,,
12873,unknown,Mexico,,Silver Boy,150 lbs. (68 kg) at 5'8'' (1.73 m),2005,,,
12874,unknown,Mexico,,Fuerza Maligna,198 lbs. (90 kg) at 5'6'' (1.68 m),,,,
12875,unknown,Mexico,29th March 1974 (age 47),Skullman,159 lbs. (72 kg) at 5'11'' (1.80 m),1996,,,
12876,unknown,Mexico,,Polaris,,1990,,5'7'' (1.70 m),
12878,unknown,"Torreón, Coahuila de Zaragoza (Mexico)",4th October 1992 (age 29),Piel Canela ,,,,,
12880,unknown,"Guadalajara, Jalisco (Mexico)",,Súper Máquina,,,,,
12882,unknown,,,Joe Vitale,,,,,
12883,unknown,"Moreton Pinkney, Oxfordshire, England (United Kingdom)",,Adam Darkmore,,,,,187 lbs. (85 kg)
12884,unknown,United Kingdom,,Cash Calloway,,,,,258 lbs. (117 kg)
12885,unknown,"Bladon, Oxfordshire, England (United Kingdom)",,Chris Walker,,2005,,,202 lbs. (92 kg)
12886,unknown,"London, Greater London, England (United Kingdom)",,Dave Chance,,14th September 2008 (13 years ago),,,171 lbs. (78 kg)
12887,unknown,United Kingdom,,Revolution Kevin Anderson,,2006,,,216 lbs. (98 kg)
12888,unknown,United Kingdom,,Mr. Efficient,,2008,,,182 lbs. (83 kg)
12889,unknown,"Banbury, Oxfordshire, England (United Kingdom)",,Oldskool,,2004,,,200 lbs. (91 kg)
12890,unknown,"Wolverhampton, West Midlands, England (United Kingdom)",,Rampage,,2004,,,372 lbs. (169 kg)
12895,unknown,"Fayetteville, North Carolina (United States of America)",,Eddie Brown,225 lbs. (102 kg) at 5'11'' (1.80 m),18th July 1997 (24 years ago),,,
12897,unknown,,,Pietro Roncadin,,,25th May 2014,,
12899,Lonnie R. Broyles,"Clairfield, Tennessee (United States of America)",7th December 1948 (age 73),Rusty Roberts,235 lbs. (107 kg) at 5'10'' (1.78 m),1979,,,
12900,unknown,"Ciudad de México, Ciudad de México (Mexico)",27th January 1993 (age 29),Kamilion ,159 lbs. (72 kg) at 5'6'' (1.68 m),??th May 2010,,,
12901,Benito Galán,Andalucía (Spain),,Benny Galant,196 lbs. (89 kg) at 5'8'' (1.73 m),,,,
12902,Ross Kalalau Hose,"Wai'anae, Hawaii (United States of America)",,Kala Hose,185 lbs. (84 kg) at 5'9'' (1.75 m),9th April 2005 (16 years ago),,,
12903,Gary Wolfenden,,1944,Ted Grizzly,,1982,20th April 2009,,320 lbs. (145 kg)
12904,unknown,,,Bob Clark,,,23rd February 2013,,
12907,Tom Atencio,"Laguna Beach, California (United States of America)",1967,Tom Atencio,155 lbs. (70 kg) at 5'8'' (1.73 m),29th January 2005 (17 years ago),,,
12908,Victor Lewis,"Chicago, Illinois (United States of America)",,Vic the Bruiser,258 lbs. (117 kg) at 5'8'' (1.73 m),,,,
12909,unknown,,,Hog Wild,,,,,
12910,unknown,Mexico,,X-Panther,,,,,
12911,Akihiko Mori,Japan,11th March 1975 (age 47),Akihiko Mori,155 lbs. (70 kg) at 5'7'' (1.70 m),23rd February 2003 (19 years ago),,,
12912,Ricardo Segarra,"Somers Point, New Jersey (United States of America)",15th May 1985 (age 36),RV1,170 lbs. (77 kg) at 5'9'' (1.75 m),2006,,,
12913,Erik Scott Shea,"Baltimore, Maryland (United States of America)",,Crazii Shea,175 lbs. (79 kg) at 5'9'' (1.75 m),,,,
12914,Matthew Boyd,United States of America,,Breaker Morant,220 lbs. (100 kg) at 6'0'' (1.83 m),,,,
12916,Estevan Payan,"Phoenix, Arizona (United States of America)",3rd April 1982 (age 39),Estevan Payan,145 lbs. (66 kg) at 5'10'' (1.78 m),13th October 2007 (14 years ago),,,
12917,Frank B. Falzarano,,11th April 1929,Gypsy Joe,,,22nd March 1989,,
12919,Sunday Feuer,"Marlow, New Hampshire (United States of America)",19th October 1919,Pat O'Hara,180 lbs. (82 kg) at 6'0'' (1.83 m),,21st June 2004,,
12920,unknown,Finland,,Kageman Guro,,11th April 2009 (12 years ago),,,
12921,unknown,,,Leo Von Stroheim,,,,,
12922,unknown,,,Hunter Q. Robbins III.,,,,,
12924,unknown,,,Lady Alexandra ,,,,,
12925,unknown,"Bradford, West Yorkshire, England (United Kingdom)",18th March 1946 (age 75),Mike Bennett,,,,,
12926,unknown,"Indianapolis, Indiana (United States of America)",,Nadia Nyce,,2002,,,
12927,unknown,Yucatán (Mexico),,Súper Piloto Jr. #1,,,,,
12928,unknown,Yucatán (Mexico),,Súper Piloto Jr. #2,,,,,
12929,unknown,Yucatán (Mexico),,Enemigo Público,,,,,
12930,unknown,Yucatán (Mexico),,Fuego Infernal,,,,,
12931,unknown,Mexico,,Ángel Infernal,,,,,
12932,unknown,Yucatán (Mexico),,Imperio Dorado,,,,,
12933,unknown,Yucatán (Mexico),,Cobra Man,,,,,
12934,unknown,Yucatán (Mexico),,Súper Piloto,,,,,
12935,unknown,Yucatán (Mexico),,El Suicida Jr.,,,,,
12936,unknown,Mexico,,El Halcón,,,,,
12937,unknown,Yucatán (Mexico),,Zaar,,,,,
12938,unknown,Yucatán (Mexico),,Amenazá Roja Jr.,,,,,
12939,unknown,Yucatán (Mexico),,Eterno,,,,,
12940,unknown,"Bedford, Texas (United States of America)",4th March 1985 (age 37),Wally Darkmon,,,,5'9'' (1.75 m),
12941,Gustavo García,"Ciudad de México, Ciudad de México (Mexico)",5th September 1986 (age 35),Yoruba,174 lbs. (79 kg) at 5'4'' (1.63 m),??th November 2007,,,
12942,unknown,"Celaya, Guanajuato (Mexico)",4th June 1989 (age 32),El Fresero Jr.,229 lbs. (104 kg) at 5'11'' (1.80 m),,,,
12943,Demetrio Guadalupe Aguilera Arrendondo,Mexico,,El Fresero,,,27th August 2021,,
12944,Thomas Heri,"Zürich, Zürich (Switzerland)",21st September 1973 (age 48),Marshal T,196 lbs. (89 kg) at 6'0'' (1.83 m),2002,,,
12948,Don Sugai,"Portland, Oregon (United States of America)",6th September 1913,Don Sugai,186 lbs. (84 kg) at 5'5'' (1.65 m),17th October 1933 (88 years ago),14th October 1952,,
12949,unknown,,,Jim Corrigan,,,,,
12950,Gerald W. Meeker,"Great Bend, Kansas (United States of America)",23rd June 1915,Jerry Meeker,,,30th October 1986,,
12951,Daniel Maniura,,17th February ???,Just Dan,181 lbs. (82 kg) at 5'11'' (1.80 m),,,,
12952,Derek Wayne Gatton,"Lansdowne, Maryland (United States of America)",16th July 1979,Derek Wayne,,,28th April 2009,,
12954,Roland Sutyla,"Arborg, Manitoba (Canada)",,Chip Fletcher,,,,,
12955,unknown,,,Marie Vagnone ,,,,,
12956,unknown,"Ciudad de México, Ciudad de México (Mexico)",12th June 1987 (age 34),Lady Sensación ,,1999,,,
12957,unknown,Mexico,,Angeluz,,,,,
12959,unknown,"Juárez, Chihuahua (Mexico)",,Peluchin,,1982,,,
12962,unknown,Mexico,,Misterio Verde,,,,,
12963,Kota Ishibashi,Japan,17th June 1989 (age 32),Kota Ishibashi,145 lbs. (66 kg) at 5'6'' (1.68 m),16th June 2007 (14 years ago),,,
12964,Shigeki Osawa,"Ushiku, Ibaraki (Japan)",2nd May 1986 (age 35),Shigeki Osawa,145 lbs. (66 kg) at 5'5'' (1.65 m),5th April 2009 (12 years ago),,,
12965,Tammie Schneider,United States of America,,Tammie Schneider,115 lbs. (52 kg) at 5'1'' (1.55 m),13th October 2007 (14 years ago),,,
12967,John Troyer,"Louisville, Kentucky (United States of America)",13th August 1985 (age 36),John Troyer,185 lbs. (84 kg) at 6'0'' (1.83 m),9th September 2006 (15 years ago),,,
12969,Sherman Pendergarst,"Baltimore, Maryland (United States of America)",1966,Sherman Pendergarst,230 lbs. (104 kg) at 6'1'' (1.85 m),2nd April 2005 (16 years ago),20th July 2012,,
12971,Eric Reynolds,"Bradenton, Florida (United States of America)",17th March 1986 (age 35),Eric Reynolds,155 lbs. (70 kg) at 6'0'' (1.83 m),4th January 2007 (15 years ago),,,
12972,Takafumi Ito,"Osaka, Osaka (Japan)",21st June 1972 (age 49),Takafumi Ito,155 lbs. (70 kg) at 5'9'' (1.75 m),26th January 1995 (27 years ago),,,
12973,Kiuma Kunioku,"Osaka, Osaka (Japan)",12th November 1976 (age 45),Kiuma Kunioku,170 lbs. (77 kg) at 5'8'' (1.73 m),28th January 1996 (26 years ago),,,
12975,Kosei Kubota,"Nankoku, Kochi (Japan)",11th August 1977 (age 44),Kosei Kubota,185 lbs. (84 kg) at 5'8'' (1.73 m),20th July 1997 (24 years ago),,,
12976,Daisuke Watanabe,"Yamanashi, Yamanashi (Japan)",5th January 1977 (age 45),Daisuke Watanabe,170 lbs. (77 kg) at 5'11'' (1.80 m),26th October 1998 (23 years ago),,,
12977,Katsuomi Inagaki,"Saku, Nagano (Japan)",30th September 1969 (age 52),Katsuomi Inagaki,205 lbs. (93 kg) at 6'0'' (1.83 m),21st September 1993 (28 years ago),,,
12979,Manabu Yamada,"Nasushiobara, Tochigi (Japan)",18th May 1969 (age 52),Manabu Yamada,225 lbs. (102 kg) at 5'9'' (1.75 m),17th March 1990 (31 years ago),,,
12980,Satoshi Hasegawa,"Yokosuka, Kanagawa (Japan)",19th June 1976,Satoshi Hasegawa,170 lbs. (77 kg) at 5'9'' (1.75 m),22nd July 1996 (25 years ago),1st March 1999,,
12981,Daisuke Ishii,"Tokyo, Tokyo (Japan)",29th September 1977 (age 44),Daisuke Ishii,200 lbs. (91 kg) at 6'0'' (1.83 m),18th March 1998 (23 years ago),,,
12983,Koji Oishi,"Kobe, Hyogo (Japan)",31st May 1977 (age 44),Koji Oishi,155 lbs. (70 kg) at 5'8'' (1.73 m),14th April 2000 (21 years ago),,,
12984,Yoshitaka Abe,"Fukuoka, Fukuoka (Japan)",20th July 1981 (age 40),Yoshitaka Abe,145 lbs. (66 kg) at 5'5'' (1.65 m),23rd November 2007 (14 years ago),,,
12985,Hirotoshi Saito,Ibaraki (Japan),12th August 1984 (age 37),Hirotoshi Saito,145 lbs. (66 kg) at 5'6'' (1.68 m),27th April 2008 (13 years ago),,,
12988,Kenji Arai,"Nanto, Toyama (Japan)",5th October 1979 (age 42),Kenji Arai,145 lbs. (66 kg) at 5'9'' (1.75 m),24th March 2001 (20 years ago),,,
12989,Eiji Ishikawa,"Chiba, Chiba (Japan)",12th October 1979 (age 42),Eiji Ishikawa,170 lbs. (77 kg) at 5'10'' (1.78 m),23rd July 2000 (21 years ago),,,
12990,Izuru Takeuchi,"Okayama, Okayama (Japan)",5th August 1974 (age 47),Izuru Takeuchi,185 lbs. (84 kg) at 5'11'' (1.80 m),20th December 1997 (24 years ago),,,
12992,Jong Wang Kim,Seoul (South Korea),8th April 1974 (age 47),Jong Wang Kim,240 lbs. (109 kg) at 6'1'' (1.85 m),22nd July 1996 (25 years ago),,,
12993,Takuya Wada,"Tokyo, Tokyo (Japan)",14th February 1978 (age 44),Takuya Wada,170 lbs. (77 kg) at 5'7'' (1.70 m),16th July 1999 (22 years ago),,,
12994,Kengo Watanabe,"Koshigaya, Saitama (Japan)",31st January 1976 (age 46),KENGO,220 lbs. (100 kg) at 6'4'' (1.93 m),14th September 1998 (23 years ago),,,
12995,Yuki Sasaki,"Kushiro, Hokkaido (Japan)",12th September 1976 (age 45),Yuki Sasaki,185 lbs. (84 kg) at 6'0'' (1.83 m),10th April 1998 (23 years ago),,,
12996,Miki Shida,"Kawasaki, Kanagawa (Japan)",4th March 1974 (age 48),Miki Shida,145 lbs. (66 kg) at 5'5'' (1.65 m),25th August 2002 (19 years ago),,,
12998,Leon Dijk,"Valkenswaard, Noord-Brabant (Netherlands)",25th August 1974 (age 47),Leon Dijk,215 lbs. (98 kg) at 6'2'' (1.88 m),16th December 1994 (27 years ago),,,
12999,Yuji Hisamatsu,"Tosashimizu, Kochi (Japan)",18th September 1971 (age 50),Yuji Hisamatsu,185 lbs. (84 kg) at 5'10'' (1.78 m),23rd July 2000 (21 years ago),,,
13000,Yuji Hoshino,"Tokyo, Tokyo (Japan)",7th August 1975 (age 46),Yuji Hoshino,145 lbs. (66 kg) at 5'8'' (1.73 m),23rd July 2000 (21 years ago),,,
13001,Daisuke Hanazawa,"Osaka, Osaka (Japan)",20th February 1976 (age 46),Daisuke Hanazawa,155 lbs. (70 kg) at 5'8'' (1.73 m),18th May 2003 (18 years ago),,,
13003,Katsuya Inoue,"Omura, Nagasaki (Japan)",10th August 1979 (age 42),Katsuya Inoue,155 lbs. (70 kg) at 5'9'' (1.75 m),9th February 2003 (19 years ago),,,
13004,unknown,,,Pat Connelly,,,??th January 1917,,
13005,Mitsuhisa Sunabe,"Tomigusuku, Okinawa (Japan)",4th August 1979 (age 42),Mitsuhisa Sunabe,125 lbs. (57 kg) at 5'8'' (1.73 m),26th June 2001 (20 years ago),,,
13006,Gregory Smit,"Sydney, New South Wales (Australia)",24th September 1970 (age 51),Greg Stekker,215 lbs. (98 kg) at 6'4'' (1.93 m),31st May 1994 (27 years ago),,,
13007,Ichiro Kanai,"Tokyo, Tokyo (Japan)",15th November 1982 (age 39),Ichiro Kanai,185 lbs. (84 kg) at 5'9'' (1.75 m),11th May 2002 (19 years ago),,,
13008,Mitsuyoshi Sato,"Tokyo, Tokyo (Japan)",28th October 1977 (age 44),Mitsuyoshi Sato,200 lbs. (91 kg) at 5'11'' (1.80 m),27th August 2000 (21 years ago),,,
13009,Hiroki Nagaoka,"Zushi, Kanagawa (Japan)",22nd January 1974 (age 48),Hiroki Nagaoka,170 lbs. (77 kg) at 5'7'' (1.70 m),5th May 2001 (20 years ago),,,
13010,Jason Godsey,"Indianapolis, Indiana (United States of America)",1st January 1964 (age 58),Jason Godsey,240 lbs. (109 kg) at 6'2'' (1.88 m),23rd November 1996 (25 years ago),,,
13011,Manabu Inoue,"Nagoya, Aichi (Japan)",1st November 1978 (age 43),Manabu Inoue,135 lbs. (61 kg) at 5'6'' (1.68 m),5th June 2005 (16 years ago),,,
13012,Naoji Fujimoto,"Osaka, Osaka (Japan)",30th October 1982 (age 39),Naoji Fujimoto,140 lbs. (64 kg) at 5'7'' (1.70 m),25th October 2003 (18 years ago),,,
