,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Weight,Height
24177,Elizabeth Saravia Espinoza,"Ciudad de México, Ciudad de México (Mexico)",30th November 1975 (age 46),La Rudeza Infernal ,,2006,,,
24178,Jeff Waldridge,United States of America,12th August 1981 (age 40),Black Rain,,1999,,,
24179,unknown,Mexico,,Luigi Star,,,,,
24180,unknown,United States of America,,Danny Cannon,175 lbs. (79 kg) at 5'4'' (1.63 m),,,,
24181,unknown,Missouri (United States of America),,Billy Hills,265 lbs. (120 kg) at 5'9'' (1.75 m),,,,
24182,unknown,"Noble, Illinois (United States of America)",,Josh Totten,212 lbs. (96 kg) at 6'2'' (1.88 m),,,,
24183,unknown,"Carmi, Illinois (United States of America)",,Scott Parker,223 lbs. (101 kg) at 6'0'' (1.83 m),,,,
24184,Kory Mount,"Salem, Illinois (United States of America)",12th October 1982 (age 39),Bo Sawyer,240 lbs. (109 kg) at 6'2'' (1.88 m),2007,,,
24185,unknown,,,D.A. Morrison,,,,,
24188,George Leonard Hubert,"St. Louis, Missouri (United States of America)",8th August 1927,George Hubert,200 lbs. (91 kg) at 6'2'' (1.88 m),,22nd August 2013,,
24189,Blake Edward Harney,"Springfield, Illinois (United States of America)",,Blake Steel,,,,,
24190,unknown,,,Jaysin Static ,,2007,,,
24191,unknown,"Willisville, Illinois (United States of America)",,Ax Stevens,235 lbs. (107 kg) at 6'0'' (1.83 m),,,,
24192,unknown,"Cape Girardeau, Missouri (United States of America)",,Jason Wells,,,,,
24195,unknown,"Salem, Illinois (United States of America)",,Cash Borden,203 lbs. (92 kg) at 5'9'' (1.75 m),,,,
24196,unknown,"Odin, Illinois (United States of America)",,Nikki Driftwood,205 lbs. (93 kg) at 5'10'' (1.78 m),,,,
24197,unknown,"Kokomo, Indiana (United States of America)",,Gunner Franks,215 lbs. (98 kg) at 5'8'' (1.73 m),,,,
24198,unknown,United States of America,,Jay Spade,163 lbs. (74 kg) at 5'8'' (1.73 m),,,,
24199,unknown,"Pittsburgh, Pennsylvania (United States of America)",,Joey O'Riley,166 lbs. (75 kg) at 5'7'' (1.70 m),,,,
24200,Giuseppe Antonio Berardinelli,"Cleveland, Ohio (United States of America)",28th March 1922,Joey Maxim,,,2nd June 2001,,
24201,unknown,"Ichinoseki, Iwate (Japan)",1st August ???,Daishi Nagisa,132 lbs. (60 kg) at 5'11'' (1.80 m),6th March 2011 (11 years ago),,,
24202,unknown,Texas (United States of America),4th October 1992 (age 29),Zakk Sawyers,,,,,
24204,Stella Marilyn Packard,"Webster, New York (United States of America)",27th March 1933,Lynn Livingston ,138 lbs. (63 kg) at 5'3'' (1.60 m),,8th December 2009,,
24209,Monica Getz,Russia,,Lola Kiss ,,,,,
24211,unknown,,,Carol Landis ,,,,,
24212,unknown,,,Diane Flanagan ,,,,,
24213,Beatriz Hernández,,1924,Panama Franco ,,,25th November 1988,,
24217,unknown,,,Sharon Lee ,,,,,
24224,unknown,,,Patricia Renee ,,,,,
24226,unknown,,,Hi Gandar,,,,312 lbs. (142 kg),
24227,Margaret Ann Shocklee,"San Bernardino, California (United States of America)",31st May 1958,Princess War Star ,,,5th June 1988,,
24232,Brock Jardine,"Fergus, Ontario (Canada)",10th July 1985 (age 36),Brock Jardine,170 lbs. (77 kg) at 5'11'' (1.80 m),27th October 2007 (14 years ago),,,
24233,Joey Gambino,"Port Charlotte, Florida (United States of America)",,Joey Gambino,145 lbs. (66 kg) at 5'7'' (1.70 m),14th November 2009 (12 years ago),,,
24234,C.J. Keith,"San Francisco, California (United States of America)",9th August 1986 (age 35),C.J. Keith,155 lbs. (70 kg) at 6'0'' (1.83 m),16th September 2007 (14 years ago),,,
24235,unknown,São Paulo (Brazil),14th December 1986 (age 35),Thiago Perpétuo,170 lbs. (77 kg) at 5'10'' (1.78 m),,,,
24236,unknown,"Columbus, Ohio (United States of America)",20th June 1939 (age 82),Ramona Isbell ,,,,,
24237,Oatten Fisher,"Salisbury, North Carolina (United States of America)",1st April 1924,Oatten Fisher,225 lbs. (102 kg) at 6'3'' (1.91 m),,30th April 2006,,
24239,unknown,United States of America,,David C.,,,??th May 2016,,
24240,unknown,United States of America,,The Assassin,,,,,
24241,unknown,United States of America,,Ray Ramsey,,,,,
24242,unknown,United States of America,6th October ???,Robert Lee,235 lbs. (107 kg) at 6'3'' (1.91 m),21st April 2012 (9 years ago),,,
24243,unknown,"Altus, Oklahoma (United States of America)",14th November ???,Kyle Kelly,330 lbs. (150 kg) at 6'3'' (1.91 m),18th February 2012 (10 years ago),,,
24244,unknown,Estado de México (Mexico),,El Rey del Espacio,,,,,
24245,unknown,Mexico,,El Millonario,,,,,
24247,Alice Bodden,"Bottrop, Nordrhein-Westfalen (Germany)",6th July 1993 (age 28),Alice Croft,157 lbs. (71 kg) at 5'7'' (1.70 m),18th April 2015 (6 years ago),,,
24252,unknown,United States of America,,Kousin Krazy,,,,,
24254,unknown,,,Czeko Grochowski,,,,,
24255,Michael Combs,United States of America,27th September 1982 (age 39),Mike Levy,,,,,
24256,Kamron Hall,"Panama City, Florida (United States of America)",22nd May 1988 (age 33),Kameron Kade,195 lbs. (88 kg) at 5'9'' (1.75 m),,,,
24257,unknown,Illinois (United States of America),19th November 1990 (age 31),Matt Knicks,165 lbs. (75 kg) at 5'8'' (1.73 m),13th March 2010 (12 years ago),,,
24258,unknown,Missouri (United States of America),,Kenny Sutra,155 lbs. (70 kg) at 5'5'' (1.65 m),15th May 2010 (11 years ago),,,
24260,unknown,,,Juan Hurtado,,,,,
24262,Jerome Hatton,,12th December 1976 (age 45),American Eagle,,,,,
24263,Brian Robert Keck,"Fort Riley, Kansas (United States of America)",10th October 1971,Brian Keck,,,23rd November 2019,,
24264,Jeff Walton,,,Tux Newman,,,,,
24265,William DeCoff,"Danvers, Massachusetts (United States of America)",,Sean O'Reilly,,1982,,,
24266,unknown,Barbados,22nd December 1915,Black Panther,,,XXXX,,
24267,unknown,United States of America,,Clay Tawzer,,,,,
24268,unknown,United States of America,,Damien Grundy,,,,,
24269,unknown,"Greenwich, Connecticut (United States of America)",,Perry von Vicious,200 lbs. (91 kg) at 6'1'' (1.85 m),12th January 2008 (14 years ago),,,
24270,unknown,United States of America,,Ricky Ruffin,,,,,
24271,unknown,United States of America,,Robert Brisco,,,,,
24272,Carlos Segreto,,,Johnny Roberts,,,,,
24273,unknown,,,Joe Swiderski,,,,,
24274,unknown,"Reynosa, Tamaulipas (Mexico)",16th August 1993 (age 28),Rey Astral,143 lbs. (65 kg) at 5'5'' (1.65 m),7th February 2009 (13 years ago),,,
24276,José Manuel Miranda Galván,"Reynosa, Tamaulipas (Mexico)",,Gran Titán,,,20th June 2020,,
24278,Scott Russell,,15th July ???,Scotty Ace,,,,,
24279,Richard Holmes,,29th October ???,Richie Rotten,,,,,
24280,unknown,"Fort Lauderdale, Florida (United States of America)",,Nicholas Night,,,,200 lbs. (91 kg),
24281,unknown,United States of America,,Chase Richards,,,,,
24282,unknown,,,Matt Storm,,,,,
24283,unknown,"Pittsburgh, Pennsylvania (United States of America)",,Dan Sandwich,180 lbs. (82 kg) at 5'10'' (1.78 m),,,,
24284,unknown,"Pittsburgh, Pennsylvania (United States of America)",,Destin Vaine,195 lbs. (88 kg) at 6'4'' (1.93 m),,,,
24285,unknown,"Pittsburgh, Pennsylvania (United States of America)",,Ronnie Starks,,,,,
24286,unknown,,,Swashbuckler Orenthal Benjamin,,,,,
24287,unknown,California (United States of America),,Edric Everhart,185 lbs. (84 kg) at 5'11'' (1.80 m),,,,
24288,unknown,"Paradox, Colorado (United States of America)",,Tyler Cross,205 lbs. (93 kg) at 5'9'' (1.75 m),,,,
24289,unknown,United States of America,,Jack Pollock,,,,,
24290,Mark Hayes,North Carolina (United States of America),,Chris Marx,220 lbs. (100 kg) at 6'1'' (1.85 m),,,,
24291,unknown,United States of America,,Bronco McBride,,,,,
24292,unknown,"Salem, Ohio (United States of America)",,Thomas Adams,189 lbs. (86 kg) at 5'11'' (1.80 m),,,,
24293,unknown,"New Bedford, Massachusetts (United States of America)",14th November 1975 (age 46),Shawn Candido,189 lbs. (86 kg) at 5'7'' (1.70 m),,,,
24294,unknown,"Monterrey, Nuevo León (Mexico)",,Santuario,,,,,
24295,Ulises Cruz,Nuevo León (Mexico),25th August 1987 (age 34),Cadaver,,,,,
24296,unknown,Nuevo León (Mexico),,Jerry Luna,,,,,
24297,unknown,Nuevo León (Mexico),,Gladyus,,,,,
24298,unknown,Nuevo León (Mexico),,Rey Morgan,,,,,
24299,unknown,"Monterrey, Nuevo León (Mexico)",17th August ???,Mini Neurosis,,,,,
24300,unknown,"Monterrey, Nuevo León (Mexico)",1992,Rey Orion,,,20th October 2016,,
24301,unknown,Nuevo León (Mexico),,Príncipe Guerrero #3,,,,,
24302,unknown,"Monterrey, Nuevo León (Mexico)",23rd November ???,Kerberos,,,,,
24303,unknown,Mexico,,Identix,,,,,
24304,unknown,Nuevo León (Mexico),,The Warrior,,,,,
24305,unknown,Nuevo León (Mexico),,Norteño Jr.,,,,,
24306,unknown,Nuevo León (Mexico),,Dragón Infernal,,,,,
24307,unknown,"Monterrey, Nuevo León (Mexico)",11th June ???,El Delfin,,,,,
24309,unknown,Nuevo León (Mexico),,Infinito,,,,,
24310,unknown,Nuevo León (Mexico),,El Cadillo,,,,,
24311,unknown,Nuevo León (Mexico),,Ángel Espacial,,,,,
24312,unknown,"Santiago de Chile, Región Metropolitana de Santiago (Chile)",28th July 1993 (age 28),Crippler,154 lbs. (70 kg) at 5'9'' (1.75 m),27th December 2009 (12 years ago),,,
24313,unknown,,,Jim Jameson,,,,,
24314,unknown,Guerrero (Mexico),,King Panther,,,,,
24315,Abel C. Reynosa,,8th August 1956,Taras Bulba,,1976,27th January 2016,,
24316,unknown,,,Mike Reed,,,,,
24317,unknown,,,The East Coast Cowboy,219 lbs. (99 kg) at 6'0'' (1.83 m),,,,
24318,Thomas Urbanski,"New York City, New York (United States of America)",1963,Tom Urbanski,,,,,
24319,unknown,,,Super Skunk Ape Jr.,,9th April 2011 (10 years ago),,,
24321,unknown,"Pittsburgh, Pennsylvania (United States of America)",1st April ???,Richard Sharpe,,,,,
24322,unknown,"Huntington Beach, California (United States of America)",19th June ???,Kid Krazy,175 lbs. (79 kg) at 5'7'' (1.70 m),7th January 2012 (10 years ago),,,
24323,unknown,"Oklahoma City, Oklahoma (United States of America)",,Demarco Tate,165 lbs. (75 kg) at 5'2'' (1.57 m),21st April 2012 (9 years ago),,,
24324,Harvey Jones,,,Buck Jones,,,1992,,
24325,unknown,,,Terry Lachance ,,,,,
24326,unknown,"Agen, Nouvelle-Aquitaine (France)",16th April 1925 (age 96),André Coutoula,,,,,
24327,unknown,Estado de México (Mexico),,Príncipe Furia,,,,,
24328,unknown,,,Theo Lemmerz,,,,,
24329,unknown,,,Jean Amalhou,,,,,
24330,unknown,,,Charlie Thornton,,13th March 1933 (89 years ago),,,
24331,Emile Deriaz,"Baulmes, Waadt (Switzerland)",14th April 1879,Emile Deriaz,,,28th March 1938,,
24332,Emile Bruyère,,,Emilo Limousin,,,,,
24333,unknown,Jalisco (Mexico),,Pitbull #1,,,,,
24334,César Muñoz,Jalisco (Mexico),,Pitbull #2,,,??th November 2020,,
24335,unknown,,,Felix Frey,,,,,
24336,unknown,,,Celestin Moret,,,,,
24337,Henri Kagan,"Paris, Île-de-France (France)",13th September 1914,Henri Cogan,,,23rd September 2003,,
24338,unknown,,,Emile Guilloton,,,,,
24339,unknown,"Paris, Île-de-France (France)",??th May 1901,René Michot,,10th October 1933 (88 years ago),6th December 1971,,
24340,Henri Charles Lefèbvre,"Suresnes, Île-de-France (France)",19th December 1905,Henri Lefèbvre,,,11th June 1970,,
24342,Fritz Müller,,,Schleudermüller,,,,,
24343,unknown,,,Lou Bernard,,,,,
24344,unknown,,,Chambers Zipps,,,,,
24345,unknown,United States of America,,Wayne Wonder,,,,,
24346,unknown,"New York City, New York (United States of America)",1970,Ralph Mosca,268 lbs. (122 kg) at 6'2'' (1.88 m),,,,
24347,unknown,United States of America,,Rich James,,,,,
