,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Height,Date of Death,Weight
20264,Gregory Manuel,"Bourbon, Indiana (United States of America)",8th February 1980 (age 42),Big Daddy Dean,295 lbs. (134 kg) at 5'10'' (1.78 m),1999,,,
20265,unknown,,,Harold Harris,,,,8th July 2008,
20266,Kevin T. Mailhot,,14th January 1981,Damian Houston,,1999,,14th June 2005,
20267,unknown,,,Walter Willoughby,,,,,
20268,unknown,,,Akihiko Itagaki,143 lbs. (65 kg) at 5'6'' (1.68 m),,,,
20269,Carl Ernest Cooper,"Stockton, California (United States of America)",21st March 1925,Carl Cooper,,1953,,13th May 2011,
20271,unknown,"Koganei, Tokyo (Japan)",26th May 1981 (age 40),Jota,165 lbs. (75 kg) at 5'7'' (1.70 m),11th September 2000 (21 years ago),,,
20272,unknown,"Amakusa, Kumamoto (Japan)",14th November 1975 (age 46),Tomoyasu Kazamoto,170 lbs. (77 kg) at 5'9'' (1.75 m),,,,
20273,unknown,,1868,John Rooney,,,,19th October 1925,
20274,unknown,United States of America,,Izeah Bonds,,,,,
20275,Bruno Hackenschmidt,Tartu (Estonia),26th December 1879,Bruno Hackenschmidt,,,,XXXX,
20276,Arvo Leander Linko,"Tampere, Pirkanmaa (Finland)",27th February 1887,Arvo Linko,,,,18th March 1941,
20277,Peter Lorne Mymko,"Dauphin, Manitoba (Canada)",7th January 1934,Pete Mymko,,,,27th December 2015,
20278,unknown,,,Ahmed Bux,,,,,
20279,unknown,,,Ed Adamson,,,,,
20280,unknown,"Ciudad de México, Ciudad de México (Mexico)",13th October ???,Congo Jr.,,,,,
20282,Manuel Solano Vázquez,Mexico,1943,Manny Guzmán,,,,23rd April 2011,
20283,unknown,Mexico,9th July 1966 (age 55),Black Simba,,,,,
20284,unknown,Oaxaca (Mexico),,Cyborg,,2002,,,
20285,John H. Wilder,,1930,Larry Clarke,,,,,
20286,Al Bruder,,1879,Al Bruder,,,,??th August 1942,
20287,Frank Buresh,South Bohemia (Czech Republic),1st August 1900,Frank Buresh,210 lbs. (95 kg) at 5'9'' (1.75 m),,,16th May 1993,
20288,unknown,,,Yvon Roussel,,,,,
20292,unknown,,,Yussiff Hussane,,,,,
20293,Gregory Boyington,"Coeur d'Alene, Idaho (United States of America)",4th December 1912,Pappy Boyington,,,,11th January 1988,
20294,George Washington Kendall,"Montréal, Quebec (Canada)",29th December 1881,George Kennedy,,,,19th October 1921,
20295,Jack Robert Devault,"Luttrell, Tennessee (United States of America)",3rd February 1918,Jack Devault,,,,1st December 2003,
20296,Bunny Burmeister-Christerson,"Romeoville, Illinois (United States of America)",27th December 1960 (age 61),Bunny Love ,180 lbs. (82 kg) at 5'6'' (1.68 m),,,,
20297,Genaro Velasquez,Peñuelas (Puerto Rico),1938,Ivan Malenkov,,,,27th April 1993,
20298,Everett Ernest Hose,"Truxton, Missouri (United States of America)",1st July 1888,Everett Hose,175 lbs. (79 kg) at 5'11'' (1.80 m),,,6th November 1958,
20299,unknown,,1883,Joe Krejci,,,,XXXX,
20301,Francis Morphet,,,Frank Saxon,,,,,
20302,Leo W. Ryerson,"Marcellus, Michigan (United States of America)",28th February 1893,Leo Ryerson,,,,29th November 1976,
20303,unknown,"Ciudad de México, Ciudad de México (Mexico)",30th August ???,Aztlán,,,,,
20304,unknown,"Chikushino, Fukuoka (Japan)",26th May 1979 (age 42),Batten Tamagawa,198 lbs. (90 kg) at 5'9'' (1.75 m),,,,
20305,Herbert Edward Willoughby,"Lancaster, Texas (United States of America)",14th September 1890,Bert Willoughby,,,,12th December 1963,
20306,unknown,Mexico,,El Guerrero Jr.,,,,,
20307,unknown,Mexico,,El Guerrero,,1973,,,
20309,unknown,Guerrero (Mexico),,La Pócima Letal,,20th November 1998 (23 years ago),,,176 lbs. (80 kg)
20310,unknown,Guerrero (Mexico),,Fénix,,??th June 2007,,,
20311,unknown,"Warren, Oregon (United States of America)",,Fred Maracci,,,,,
20312,Cecil Maurice McGill,Iowa (United States of America),5th April 1912,Pat McGill,,,,13th June 1972,
20313,unknown,,,Utako Hozumi ,,,,,140 lbs. (64 kg)
20316,unknown,,,Victoria Kazumiya ,,,,,
20317,unknown,Durango (Mexico),,New Warrior,,,,,
20319,unknown,Nuevo León (Mexico),,Capitán Galaxia,,,,,
20320,George Hultz,"Moss Point, Mississippi (United States of America)",6th March 1939 (age 83),George Hultz,250 lbs. (113 kg) at 6'4'' (1.93 m),,,,
20321,unknown,United States of America,,Jeremy Hadley,182 lbs. (83 kg) at 5'9'' (1.75 m),16th October 2005 (16 years ago),,,
20322,Daniel Stiffler,"Victorville, California (United States of America)",30th September 1989 (age 32),Colin Troy,175 lbs. (79 kg) at 5'9'' (1.75 m),??th April 2007,,,
20323,unknown,California (United States of America),,Tyson Judge,,2008,6'7'' (2.01 m),,
20324,unknown,"Bardstown, Kentucky (United States of America)",31st July 1983 (age 38),Simon Sezz,157 lbs. (71 kg) at 6'0'' (1.83 m),2001,,,
20325,unknown,"Bridgeport, Connecticut (United States of America)",17th October 1985 (age 36),Simon Sez,207 lbs. (94 kg) at 6'4'' (1.93 m),,,,
20326,John Foley Jr.,,,Anthony McMurphy,255 lbs. (116 kg) at 6'2'' (1.88 m),27th February 1999 (23 years ago),,,
20327,unknown,"Monterrey, Nuevo León (Mexico)",13th September 1987 (age 34),Dark Fénix,,2009,5'6'' (1.68 m),,
20330,Emilio López Pérez,"León de los Aldama, Guanajuato (Mexico)",20th May 1935 (age 86),Leo López,190 lbs. (86 kg) at 5'10'' (1.78 m),1957,,,
20331,unknown,Hidalgo (Mexico),,Mr. Miedo,,,,,
20332,unknown,Hidalgo (Mexico),,Nishimura,,,,,
20333,unknown,Netherlands,25th April 1986 (age 35),Lloyd Patterson,152 lbs. (69 kg) at 5'6'' (1.68 m),2009,,,
20335,unknown,,,Al Morelli,,,,,
20336,unknown,,,Texas Red ,,,,,
20337,unknown,Nuevo León (Mexico),17th December 1991 (age 30),El Silencio,,10th December 2005 (16 years ago),,,
20338,unknown,,,Chief Vili Ava,,,,,
20340,unknown,"Motosu, Gifu (Japan)",16th December 1987 (age 34),Hiroki Murase,231 lbs. (105 kg) at 6'1'' (1.85 m),25th January 2013 (9 years ago),,,
20341,C.M. Wilkins,,1913,Tex Wilkins,,,,25th January 1980,
20343,unknown,,,Ralph Loeffler,,,,,
20344,John Alvin Arnold,"Rutland, Vermont (United States of America)",25th February 1904,Sailor Jack Arnold,,,5'9'' (1.75 m),27th December 1956,
20345,unknown,Bayern (Germany),,Leonhard Reiber,262 lbs. (119 kg) at 6'0'' (1.83 m),,,,
20346,Robert Roth,"Oberburg, Bern (Switzerland)",5th July 1898,Robert Roth,,,,17th November 1959,
20347,unknown,,,Josef Hansen-Esch,,,,,
20348,unknown,Guerrero (Mexico),,Rey Nocturno,,,,,
20349,unknown,"Honolulu, Hawaii (United States of America)",1928,Keoni Brown,,,,,
20350,Colin Maxwell Whitehead,"Sydney, New South Wales (Australia)",2nd August 1922,Colin Whitehead,,,,26th March 2010,
20352,Francisco Navarro Serrato,Mexico,1974,Sexy Libra,,,,8th February 2012,
20353,Junji Ikoma,"Osaka, Osaka (Japan)",8th April 1970 (age 51),Junji Ikoma,115 lbs. (52 kg) at 5'7'' (1.70 m),30th June 2001 (20 years ago),,,
20354,unknown,,,Charles Hackenschmidt,,,,??th January 1924,
20355,unknown,"Olympia, Washington (United States of America)",,Ryan Genesis,220 lbs. (100 kg) at 6'1'' (1.85 m),,,,
20357,unknown,Mexico,15th October 1977 (age 44),Serpiente,143 lbs. (65 kg) at 5'6'' (1.68 m),1999,,,
20358,Robert P. Feldbaumer Sr.,Austria,11th January 1922,Dusty Feldbaumer,,,,1st May 2011,
20360,Joseph T. Rickard,"Detroit, Michigan (United States of America)",5th March 1879,Kala Pasha,,,,10th June 1933,
20361,unknown,Kanagawa (Japan),2nd June 1986 (age 35),Black*Rock Shooter,,,5'4'' (1.63 m),,
20364,unknown,Mexico,,Sombra Escarlata,,,,,
20367,unknown,"London, Greater London, England (United Kingdom)",3rd January 1900,Phil Scott,,??th November 1938,6'3'' (1.91 m),4th December 1983,
20368,Michael Martin Flack,,1910,Mick Flack,,,,24th December 1937,
20371,unknown,"St. Petersburg, St. Petersburg (Russia)",5th July 1897,Constantine Romanoff ,,,,13th November 1977,
20372,Rudolph M. Shemuga,,24th November 1932 (age 89),Steve Novak,,,,,
20373,Thurman H. Copley,"South Boston, Virginia (United States of America)",2nd September 1906,Cyclone Copley,218 lbs. (99 kg) at 5'9'' (1.75 m),,,6th July 1963,
20374,unknown,,,Mac MacFarland,,,,,
20375,unknown,United Kingdom,7th October 1988 (age 33),Ste Mann,,,,,
20377,Nemesio Corona Trujeque,"Chipilo de Francisco Javier Mina, Puebla (Mexico)",,Bobby Corona,,,,,
20378,unknown,,,Luis de la Torre,,,,,
20379,unknown,,1902,Benny Wilson,,,,XXXX,
20380,unknown,,,Jimmy Murphy,,,,,
20381,unknown,"Salzburg, Salzburg (Austria)",,Lew Kodrick,150 lbs. (68 kg) at 5'0'' (1.52 m),,,,
20382,Clayton Fisher,"Akron, Iowa (United States of America)",30th May 1909,Clayton Fisher,185 lbs. (84 kg) at 5'8'' (1.73 m),16th March 1934 (88 years ago),,29th July 1977,
20384,unknown,,6th August 1981 (age 40),Tom Bellman,,,,,
20385,Raymond H. Sipes,Kentucky (United States of America),??th November 1899,Ray Meyers,,,,26th June 1940,
20388,unknown,,,Bud Rattal,,,,,
20389,unknown,,,Craig Carson,,,,,
20390,unknown,"Tampico, Tamaulipas (Mexico)",30th March 1964 (age 57),Rey Suicida,,1980,,,
20391,unknown,Quintana Roo (Mexico),,Águila de Acero,,,,,
20392,unknown,Quintana Roo (Mexico),,Gran Tigre,,,,,
20393,unknown,Quintana Roo (Mexico),,Golden Vegas,,,,,
20394,unknown,Quintana Roo (Mexico),,Lunático,,,,,
20395,unknown,Quintana Roo (Mexico),,Súper Kim,,,,,
20396,unknown,Quintana Roo (Mexico),,Furia Negra,,,,,
20397,unknown,Quintana Roo (Mexico),,Zorrillo,,,,,
20398,Clarence Willington,,,Wimpy Willington,,,,,
20400,unknown,Puebla (Mexico),,Sombra Nazi,,,,,
20402,unknown,"Miami, Florida (United States of America)",21st February ???,Ryan Styles,205 lbs. (93 kg) at 5'10'' (1.78 m),2000,,,
20403,unknown,"Birmingham, Alabama (United States of America)",16th December ???,Ryan Reed,220 lbs. (100 kg) at 5'11'' (1.80 m),1998,,,
20404,unknown,"Altus, Oklahoma (United States of America)",11th November ???,Brandon Moxley,215 lbs. (98 kg) at 6'1'' (1.85 m),,,,
20405,unknown,,,LJ McDaniels,,,,,
20406,unknown,Oklahoma (United States of America),30th March ???,Evan Stone ,180 lbs. (82 kg) at 6'4'' (1.93 m),22nd March 2005 (16 years ago),,,
20407,unknown,Mexico,,El Conde Negro,,,,,
20408,unknown,Puebla (Mexico),,Dark Star,,,,,
20409,unknown,Mexico,,Príncipe Azteca,,,,,
20410,unknown,"Los Angeles, California (United States of America)",1st April ???,K-Rob,250 lbs. (113 kg) at 6'2'' (1.88 m),,,,
20411,unknown,,,Rob Justice,156 lbs. (71 kg) at 5'2'' (1.57 m),17th June ???,,,
20412,Eugene Francis Reardon,"Springfield, Missouri (United States of America)",17th September 1917,Gene Reardon,,,,16th April 1988,
20413,Daniel Roy Martineau,,20th August 1900,Roy Martineau,210 lbs. (95 kg) at 6'0'' (1.83 m),14th October 1926 (95 years ago),,XXXX,
20414,Peder Johan Pedersen Holsæter,,,Roy Anderson,,,,,
20415,Harley P. Kinney,New York (United States of America),29th October 1898,Jack Hollenbeck,,,,11th December 1932,
20417,Gustavo Barriere,,,Mickey Durano,,,,,
20419,unknown,,,Tony DeMore,,,,,
20420,unknown,Nuevo León (Mexico),,Lobo Rojo,,,,,
20421,Phoebe Strong,,,Jade Phoenix,,,,,
20422,unknown,Hidalgo (Mexico),,Águila,,,,,
20423,Mickael Zaki,"Jersey City, New Jersey (United States of America)",7th September 1984 (age 37),Mickael Zaki,,,,,
20424,unknown,"Terre Haute, Indiana (United States of America)",,Michelle Deighton ,,,,,
20426,unknown,,1st January 1982 (age 40),Wes Draven,151 lbs. (68 kg) at 5'8'' (1.73 m),,,,
20427,unknown,"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",,La Tormenta,,,,,
20428,Jorge Cristóbal Acevedo Vela,"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",,Ferrari,,3rd December 1977 (44 years ago),,,
20429,Charles Gonidi,,,Johnny Garibaldi,,,,,
